Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","1997","1997","ha","3176","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","1998","1998","ha","3203","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","1999","1999","ha","3151","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2000","2000","ha","3179","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2001","2001","ha","3122","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2002","2002","ha","3204","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2003","2003","ha","3000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2004","2004","ha","3454","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2005","2005","ha","3620","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2006","2006","ha","4000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2007","2007","ha","3100","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2008","2008","ha","3053","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2009","2009","ha","4000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2010","2010","ha","2500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2011","2011","ha","5500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2012","2012","ha","7000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2013","2013","ha","7000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2014","2014","ha","7300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2015","2015","ha","7316","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2016","2016","ha","7982","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2017","2017","ha","8561","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2018","2018","ha","7030","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2019","2019","ha","8413","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","619","Other fruits, n.e.c.","2020","2020","ha","14486","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1985","1985","hg/ha","56000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1986","1986","hg/ha","56000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1987","1987","hg/ha","52000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1988","1988","hg/ha","48000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1989","1989","hg/ha","43478","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1990","1990","hg/ha","44723","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1991","1991","hg/ha","44625","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1992","1992","hg/ha","42857","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1993","1993","hg/ha","46636","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1994","1994","hg/ha","47771","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1995","1995","hg/ha","55172","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1996","1996","hg/ha","49028","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1997","1997","hg/ha","49166","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1998","1998","hg/ha","49266","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","1999","1999","hg/ha","49305","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2000","2000","hg/ha","49119","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2001","2001","hg/ha","50324","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2002","2002","hg/ha","49607","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2003","2003","hg/ha","55000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2004","2004","hg/ha","46807","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2005","2005","hg/ha","44829","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2006","2006","hg/ha","41500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2007","2007","hg/ha","32258","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2008","2008","hg/ha","39306","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2009","2009","hg/ha","37500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2010","2010","hg/ha","32000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2011","2011","hg/ha","36364","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2012","2012","hg/ha","35714","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2013","2013","hg/ha","50000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2014","2014","hg/ha","49315","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2015","2015","hg/ha","46732","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2016","2016","hg/ha","43826","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2017","2017","hg/ha","42635","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2018","2018","hg/ha","42674","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2019","2019","hg/ha","42434","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5419","Yield","619","Other fruits, n.e.c.","2020","2020","hg/ha","42351","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1961","1961","tonnes","4600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1962","1962","tonnes","4700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1963","1963","tonnes","4800","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1964","1964","tonnes","4900","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1965","1965","tonnes","5000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1966","1966","tonnes","5150","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1967","1967","tonnes","5300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1968","1968","tonnes","5500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1969","1969","tonnes","5700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1970","1970","tonnes","6000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1971","1971","tonnes","6300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1972","1972","tonnes","6500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1973","1973","tonnes","7000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1974","1974","tonnes","7300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1975","1975","tonnes","8000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1976","1976","tonnes","8500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1977","1977","tonnes","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1978","1978","tonnes","9500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1979","1979","tonnes","10000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1980","1980","tonnes","12000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1981","1981","tonnes","16000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1982","1982","tonnes","17000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1983","1983","tonnes","16000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1984","1984","tonnes","15000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1985","1985","tonnes","14000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1986","1986","tonnes","14000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1987","1987","tonnes","13000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1988","1988","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1989","1989","tonnes","10000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1990","1990","tonnes","9137","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1991","1991","tonnes","11000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1992","1992","tonnes","12000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1993","1993","tonnes","14000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1994","1994","tonnes","15000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1995","1995","tonnes","16000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1996","1996","tonnes","15434","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1997","1997","tonnes","15615","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1998","1998","tonnes","15780","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","1999","1999","tonnes","15536","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2000","2000","tonnes","15615","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2001","2001","tonnes","15711","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2002","2002","tonnes","15894","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2003","2003","tonnes","16500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2004","2004","tonnes","16167","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2005","2005","tonnes","16228","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2006","2006","tonnes","16600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2007","2007","tonnes","10000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2008","2008","tonnes","12000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2009","2009","tonnes","15000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2010","2010","tonnes","8000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2011","2011","tonnes","20000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2012","2012","tonnes","25000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2013","2013","tonnes","35000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2014","2014","tonnes","36000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2015","2015","tonnes","34189","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2016","2016","tonnes","34982","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2017","2017","tonnes","36500","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2018","2018","tonnes","30000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2019","2019","tonnes","35700","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","619","Other fruits, n.e.c.","2020","2020","tonnes","61350","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1961","1961","tonnes","2500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1962","1962","tonnes","2550","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1963","1963","tonnes","2600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1964","1964","tonnes","2650","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1965","1965","tonnes","2700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1966","1966","tonnes","2800","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1967","1967","tonnes","2800","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1968","1968","tonnes","2900","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1969","1969","tonnes","2900","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1970","1970","tonnes","3000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1971","1971","tonnes","3000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1972","1972","tonnes","3100","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1973","1973","tonnes","3100","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1974","1974","tonnes","3200","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1975","1975","tonnes","3200","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1976","1976","tonnes","3300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1977","1977","tonnes","3300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1978","1978","tonnes","3400","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1979","1979","tonnes","3500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1980","1980","tonnes","3000","T","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1981","1981","tonnes","4933","T","Unofficial figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1982","1982","tonnes","3500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1983","1983","tonnes","3500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1984","1984","tonnes","3500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1985","1985","tonnes","3600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1986","1986","tonnes","3700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1987","1987","tonnes","3700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1988","1988","tonnes","3700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1989","1989","tonnes","3700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1990","1990","tonnes","3535","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1991","1991","tonnes","886","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1992","1992","tonnes","1142","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1993","1993","tonnes","1397","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1994","1994","tonnes","1653","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1995","1995","tonnes","1908","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1996","1996","tonnes","2164","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1997","1997","tonnes","2419","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1998","1998","tonnes","2674","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","1999","1999","tonnes","2930","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2000","2000","tonnes","3188","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2001","2001","tonnes","3446","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2002","2002","tonnes","4000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2003","2003","tonnes","3970","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2004","2004","tonnes","4230","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2005","2005","tonnes","4488","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2006","2006","tonnes","4745","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2007","2007","tonnes","5000","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2008","2008","tonnes","5255","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2009","2009","tonnes","5508","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2010","2010","tonnes","5761","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2011","2011","tonnes","6600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2012","2012","tonnes","6200","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2013","2013","tonnes","6350","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2014","2014","tonnes","6693","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2015","2015","tonnes","7083","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2016","2016","tonnes","6709","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2017","2017","tonnes","6828","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2018","2018","tonnes","6873","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2019","2019","tonnes","6803","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1166","Other meat n.e.c. (excluding mammals), fresh, chilled or frozen","2020","2020","tonnes","6835","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1961","1961","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1962","1962","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1963","1963","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1964","1964","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1965","1965","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1966","1966","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1967","1967","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1968","1968","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1969","1969","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1970","1970","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1971","1971","ha","2000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","234","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1972","1972","ha","2000","E","Estimated value"
